"","date_graph","time","month","day","gains_losses","value","case"
"186",2019-07-16 17:00:00,18,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"187",2019-07-16 18:00:00,19,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"188",2019-07-16 19:00:00,20,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"189",2019-07-16 20:00:00,21,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"190",2019-07-16 21:00:00,22,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"191",2019-07-16 22:00:00,23,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"192",2019-07-16 23:00:00,24,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"193",2019-07-15 00:00:00,1,7,15,"north_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"194",2019-07-15 01:00:00,2,7,15,"north_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"195",2019-07-15 02:00:00,3,7,15,"north_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"196",2019-07-15 03:00:00,4,7,15,"north_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"197",2019-07-15 04:00:00,5,7,15,"north_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"198",2019-07-15 05:00:00,6,7,15,"north_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"199",2019-07-15 06:00:00,7,7,15,"north_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"200",2019-07-15 07:00:00,8,7,15,"north_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"201",2019-07-15 08:00:00,9,7,15,"north_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"202",2019-07-15 09:00:00,10,7,15,"north_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"203",2019-07-15 10:00:00,11,7,15,"north_extwalls_convection_gain",9.70328133010209,"U001_Caso01_1a7_ac_in1_1.csv"
"204",2019-07-15 11:00:00,12,7,15,"north_extwalls_convection_gain",31.8808843028318,"U001_Caso01_1a7_ac_in1_1.csv"
"205",2019-07-15 12:00:00,13,7,15,"north_extwalls_convection_gain",53.8388215068088,"U001_Caso01_1a7_ac_in1_1.csv"
"206",2019-07-15 13:00:00,14,7,15,"north_extwalls_convection_gain",68.3306024403725,"U001_Caso01_1a7_ac_in1_1.csv"
"207",2019-07-15 14:00:00,15,7,15,"north_extwalls_convection_gain",67.9749942995895,"U001_Caso01_1a7_ac_in1_1.csv"
